id,aug_id,text,aug_text
5,189,Kurang nafsu makan atau terlalu banyak makan,"Berapa kali Anda mengalami masalah dengan nafsu makan, entah itu berkurang atau berlebih?"
5,190,Kurang nafsu makan atau terlalu banyak makan,Apakah Anda sering merasa tidak ingin makan atau makan terlalu banyak dari biasanya?
5,191,Kurang nafsu makan atau terlalu banyak makan,Seberapa sering Anda merasa kurang berselera untuk makan atau justru makan dalam jumlah yang berlebih?
5,192,Kurang nafsu makan atau terlalu banyak makan,"Seberapa kerap Anda mengalami perubahan dalam keinginan makan, seperti tidak lapar atau makan berlebihan?"
5,193,Kurang nafsu makan atau terlalu banyak makan,"Dalam periode waktu tertentu, seberapa sering Anda kurang nafsu makan atau makan terlalu banyak?"
5,194,Kurang nafsu makan atau terlalu banyak makan,Seberapa sering Anda mengalami penurunan keinginan makan atau makan secara berlebihan?
5,195,Kurang nafsu makan atau terlalu banyak makan,Seberapa sering Anda merasa tidak ada selera makan atau makan lebih dari cukup?
5,196,Kurang nafsu makan atau terlalu banyak makan,Seberapa kerap Anda mendapati diri Anda tidak ingin makan atau makan terus menerus?
5,197,Kurang nafsu makan atau terlalu banyak makan,"Dalam kurun waktu ini, seberapa sering Anda kurang nafsu makan atau makan berlebihan?"
5,198,Kurang nafsu makan atau terlalu banyak makan,Seberapa sering Anda merasa tidak berminat pada makanan atau makan terlalu banyak?
5,199,Kurang nafsu makan atau terlalu banyak makan,Seberapa kerap Anda kehilangan selera makan atau makan dalam porsi yang sangat banyak?
5,200,Kurang nafsu makan atau terlalu banyak makan,Seberapa sering Anda merasa tidak lapar atau justru makan berlebihan?
6,201,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa kurang percaya diri, atau merasa sebagai orang yang gagal, atau telah mengecewakan diri sendiri maupun keluarga?"
6,202,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Apakah Anda mengalami penurunan rasa percaya diri, atau perasaan bahwa Anda telah gagal atau mengecewakan orang terdekat?"
6,203,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam beberapa waktu terakhir, seberapa sering Anda merasa minder, tidak berharga, atau merasa telah mengecewakan diri sendiri atau orang yang Anda sayangi?"
6,204,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa rendah diri, atau menganggap diri Anda tidak berhasil, atau telah membuat diri sendiri atau keluarga kecewa?"
6,205,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Pernahkah Anda merasa tidak yakin dengan kemampuan diri sendiri, atau merasa sebagai pecundang, atau merasa telah mengecewakan harapan diri atau keluarga?"
6,206,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda mendapati diri Anda meragukan diri sendiri, merasa gagal dalam hidup, atau merasa telah mengecewakan orang-orang penting bagi Anda?"
6,207,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Apakah Anda sering merasa inferior, tidak kompeten, atau merasa telah mengecewakan standar diri sendiri atau ekspektasi keluarga?"
6,208,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa tidak cukup baik, atau merasa sebagai seseorang yang tidak sukses, atau merasa telah mengecewakan diri atau keluarga Anda?"
6,209,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam periode waktu ini, apakah Anda sering merasa kurang harga diri, merasa gagal, atau merasa telah mengecewakan diri dan keluarga?"
6,210,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa tidak mampu, atau merasa telah gagal mencapai sesuatu, atau merasa telah menjadi sumber kekecewaan bagi diri sendiri atau keluarga?"
6,211,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Seberapa sering Anda merasa kurang percaya diri atau seakan-akan Anda gagal dan mengecewakan diri sendiri atau keluarga selama dua minggu terakhir?
6,212,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam dua minggu terakhir, apakah Anda sering meragukan diri sendiri hingga terasa seperti Anda gagal atau mengecewakan orang di sekitar?"
6,213,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Apakah selama dua minggu terakhir Anda kerap merasa percaya diri menurun, seperti merasa gagal dan mengecewakan keluarga atau diri sendiri?"
6,214,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa kerap dalam dua minggu terakhir Anda mengalami perasaan tidak percaya diri, seakan menjadi beban atau gagal bagi diri dan keluarga?"
6,215,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Selama dua minggu terakhir, seberapa sering Anda merasa diri Anda gagal atau merasa tidak berharga sehingga mengecewakan keluarga?"
6,216,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam dua minggu terakhir, apakah Anda sering merasa kurang percaya diri, seperti merasa Anda adalah orang yang gagal dan mengecewakan diri sendiri atau keluarga?"
6,217,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Apakah Anda kerap merasa minder, seakan-akan Anda telah gagal dan menyusahkan keluarga selama dua minggu terakhir?"
6,218,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Seberapa sering dalam dua minggu terakhir Anda merasakan ketidakpercayaan diri yang membuat Anda merasa gagal atau mengecewakan orang terdekat?
6,219,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Selama dua minggu terakhir, apakah Anda sering mengalami perasaan gagal atau tidak berharga sehingga mengecewakan diri sendiri atau keluarga?"
6,220,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam dua minggu terakhir, seberapa sering Anda merasa kurang yakin pada diri sendiri dan seakan menjadi beban bagi keluarga karena kegagalan?"
6,221,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa kurang percaya diri, atau merasa sebagai seorang yang gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?"
6,222,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Apakah Anda mengalami perasaan tidak percaya diri, atau merasa bahwa Anda telah gagal, atau merasa telah membuat diri sendiri atau keluarga kecewa?"
6,223,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam frekuensi apa Anda merasa minder, atau merasa sebagai pecundang, atau merasa telah mengecewakan orang terdekat?"
6,224,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Pernahkah Anda merasa tidak yakin pada kemampuan diri, atau merasa gagal dalam hidup, atau merasa telah mengecewakan diri atau keluarga?"
6,225,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa kerap Anda merasa rendah diri, atau merasa bahwa Anda adalah kegagalan, atau merasa telah mengecewakan orang yang Anda sayangi?"
6,226,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Apakah Anda mendapati diri Anda sering merasa tidak berharga, atau merasa gagal, atau merasa telah mengecewakan ekspektasi diri atau keluarga?"
6,227,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa tidak memiliki kepercayaan diri, atau merasa diri Anda tidak berguna, atau merasa telah menyakiti perasaan diri sendiri atau keluarga?"
6,228,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Adakah waktu di mana Anda merasa sangat kurang percaya diri, atau merasa sebagai orang gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?"
6,229,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Berapa kali Anda merasakan ketiadaan percaya diri, atau perasaan gagal, atau perasaan telah mengecewakan diri atau keluarga?"
6,230,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Apakah Anda sering merasa tidak pede, atau merasa diri Anda adalah sebuah kegagalan, atau merasa telah mengecewakan diri atau keluarga Anda?"
6,231,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa ragu akan diri sendiri, atau merasa sebagai seorang yang tidak berhasil, atau merasa telah mengecewakan diri sendiri atau keluarga?"
6,232,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa kerap Anda merasa inferior, atau merasa bahwa Anda adalah seorang yang gagal, atau merasa telah mengecewakan diri Anda atau keluarga?"
6,233,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam periode waktu tertentu, seberapa sering Anda kurang percaya diri, atau merasa gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?"
6,234,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda mengalami perasaan tidak mampu, atau merasa sebagai orang yang gagal, atau merasa telah mengecewakan diri atau keluarga?"
6,235,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa tidak yakin dengan diri sendiri, atau merasa gagal, atau merasa telah mengecewakan diri sendiri atau keluarga Anda?"
6,236,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa kerap Anda merasa tidak berharga, atau merasa diri Anda adalah suatu kegagalan, atau merasa telah mengecewakan diri atau keluarga?"
6,237,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Dalam kurun waktu ini, seberapa sering Anda merasa kurang percaya diri, atau merasa gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?"
6,238,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa rendah diri, atau merasa bahwa Anda gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?"
6,239,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa kerap Anda merasa tidak percaya pada kemampuan Anda, atau merasa sebagai orang yang gagal, atau merasa telah mengecewakan diri atau keluarga?"
6,240,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,"Seberapa sering Anda merasa kurang percaya diri, atau merasa bahwa Anda gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?"
7,241,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Seberapa sering Anda mengalami kesulitan untuk berkonsentrasi pada sesuatu, seperti membaca koran atau menonton televisi?"
7,242,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Apakah Anda merasa sulit untuk memusatkan perhatian pada aktivitas seperti membaca atau menonton TV?
7,243,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam beberapa waktu terakhir, seberapa sering Anda kesulitan fokus saat melakukan kegiatan yang membutuhkan konsentrasi, contohnya membaca atau menyaksikan tayangan?"
7,244,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Seberapa sering Anda merasa pikiran Anda mudah teralih sehingga sulit berkonsentrasi, misalnya saat membaca atau menonton?"
7,245,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Pernahkah Anda mengalami masalah dalam mempertahankan konsentrasi pada tugas-tugas sederhana seperti membaca artikel atau mengikuti alur cerita di televisi?
7,246,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda mendapati diri Anda tidak bisa fokus atau perhatian Anda buyar ketika mencoba membaca atau menonton sesuatu?
7,247,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Apakah Anda sering merasa sulit untuk memusatkan pikiran, misalnya ketika membaca berita atau menikmati program televisi?"
7,248,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda mengalami gangguan konsentrasi sehingga aktivitas seperti membaca atau menonton TV menjadi sulit?
7,249,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam periode waktu ini, apakah Anda sering merasa sulit untuk fokus pada hal-hal seperti membaca atau menonton televisi?"
7,250,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Seberapa sering Anda merasa daya konsentrasi Anda menurun, sehingga sulit untuk menyerap informasi dari bacaan atau tontonan?"
7,251,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda merasa sulit berkonsentrasi pada suatu hal seperti membaca koran atau menonton televisi selama dua minggu terakhir?
7,252,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam dua minggu terakhir, apakah Anda sering mengalami kesulitan memfokuskan perhatian saat membaca koran atau menonton televisi?"
7,253,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Apakah selama dua minggu terakhir Anda kerap merasa susah untuk fokus pada kegiatan seperti membaca koran atau menonton televisi?
7,254,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa kerap dalam dua minggu terakhir Anda menghadapi gangguan konsentrasi saat melakukan hal-hal seperti membaca koran atau menonton televisi?
7,255,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Selama dua minggu terakhir, seberapa sering Anda merasakan kesulitan memusatkan perhatian saat membaca koran atau menonton televisi?"
7,256,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam dua minggu terakhir, apakah Anda sering merasa terganggu sehingga sulit konsentrasi saat membaca koran atau menonton televisi?"
7,257,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Apakah Anda sering merasa pikiran Anda mudah terdistraksi sehingga sulit fokus membaca koran atau menonton televisi dalam dua minggu terakhir?
7,258,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering dalam dua minggu terakhir Anda mengalami kesulitan mempertahankan fokus pada aktivitas seperti membaca koran atau menonton televisi?
7,259,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Selama dua minggu terakhir, apakah Anda merasakan tidak mampu berkonsentrasi pada hal-hal seperti membaca koran atau menonton televisi?"
7,260,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam dua minggu terakhir, seberapa sering Anda merasa gagal untuk fokus saat membaca koran atau menonton televisi?"
7,261,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Seberapa sering Anda mengalami kesulitan untuk memusatkan perhatian pada sesuatu, seperti membaca koran atau menonton televisi?"
7,262,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Apakah Anda mempunyai masalah dalam menjaga fokus pada aktivitas tertentu, contohnya membaca atau menonton TV?"
7,263,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam frekuensi apa Anda merasa sulit untuk berkonsentrasi, misalnya ketika membaca atau menonton televisi?"
7,264,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Pernahkah Anda merasa susah untuk fokus pada hal-hal seperti membaca atau menonton televisi?
7,265,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa kerap Anda mendapati diri Anda sulit memusatkan pikiran saat membaca koran atau menonton televisi?
7,266,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Apakah Anda mengalami gangguan konsentrasi ketika melakukan kegiatan seperti membaca atau menonton televisi?
7,267,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda merasa pikiran Anda buyar saat mencoba berkonsentrasi pada bacaan atau tontonan televisi?
7,268,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Adakah waktu di mana Anda merasa sangat sulit untuk berkonsentrasi pada aktivitas seperti membaca atau menonton televisi?
7,269,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Berapa kali Anda mengalami kesulitan fokus pada sesuatu, seperti membaca koran atau menonton televisi?"
7,270,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Apakah Anda sering merasa susah berkonsentrasi saat membaca atau menonton televisi?
7,271,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda merasa sulit untuk memfokuskan pikiran pada aktivitas seperti membaca koran atau menonton televisi?
7,272,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Seberapa kerap Anda mengalami kesulitan dalam mempertahankan konsentrasi, misalnya saat membaca atau menonton televisi?"
7,273,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam periode waktu tertentu, seberapa sering Anda sulit berkonsentrasi pada hal seperti membaca koran atau menonton televisi?"
7,274,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Seberapa sering Anda mengalami gangguan dalam memusatkan perhatian, contohnya saat membaca atau menonton TV?"
7,275,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda merasa pikiran Anda mudah teralih saat mencoba berkonsentrasi pada membaca koran atau menonton televisi?
7,276,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa kerap Anda merasa tidak bisa fokus saat membaca atau menonton televisi?
7,277,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi","Dalam kurun waktu ini, seberapa sering Anda sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi?"
7,278,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda mendapati diri Anda tidak dapat berkonsentrasi dengan baik saat membaca atau menonton televisi?
7,279,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa kerap Anda merasa kesulitan untuk menjaga perhatian saat membaca koran atau menonton televisi?
7,280,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Seberapa sering Anda merasa sulit berkonsentrasi pada kegiatan seperti membaca atau menonton televisi?
8,281,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering Anda bergerak atau berbicara dengan sangat lambat sehingga orang lain menyadarinya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda bergerak lebih sering dari biasanya?"
8,282,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,Apakah Anda mengalami perubahan dalam kecepatan gerak atau bicara Anda (menjadi sangat lambat hingga orang lain memperhatikan) ATAU merasa sangat resah dan gelisah sehingga Anda tidak bisa diam?
8,283,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Dalam beberapa waktu terakhir, seberapa sering orang lain mengomentari bahwa Anda bergerak atau berbicara lebih lambat dari biasanya, ATAU Anda merasa sangat tidak tenang dan terus bergerak?"
8,284,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering gerakan atau cara bicara Anda melambat secara signifikan sehingga menarik perhatian orang, ATAU Anda merasa begitu gelisah sehingga sulit untuk duduk tenang?"
8,285,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Pernahkah Anda merasa aktivitas fisik atau verbal Anda melambat drastis sampai orang lain melihatnya, ATAU Anda merasa sangat cemas dan tidak bisa berhenti bergerak?"
8,286,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering Anda mendapati diri Anda bergerak atau berbicara dengan tempo yang sangat pelan hingga disadari orang lain, ATAU sebaliknya, Anda merasa sangat risau dan banyak bergerak?"
8,287,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Apakah Anda seringkali bergerak atau berbicara lebih lambat dari biasanya sampai orang lain menegur, ATAU Anda merasa sangat gugup dan gelisah sehingga sulit untuk diam?"
8,288,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering Anda menyadari bahwa gerakan tubuh atau ucapan Anda menjadi sangat lamban dan diperhatikan orang, ATAU Anda merasa penuh kegelisahan dan dorongan untuk terus bergerak?"
8,289,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Dalam periode waktu ini, apakah Anda sering bergerak atau berbicara sangat pelan hingga orang lain memperhatikannya, ATAU Anda merasa resah dan bergerak lebih aktif dari biasanya?"
8,290,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering Anda merasa diri Anda melambat dalam bergerak atau berbicara hingga menjadi perhatian, ATAU justru Anda merasa sangat gelisah dan tidak bisa tenang secara fisik?"
8,291,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering Anda bergerak atau berbicara sangat lambat sehingga orang lain menyadarinya, atau sebaliknya merasa gelisah dan bergerak lebih cepat dari biasanya selama dua minggu terakhir?"
8,292,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Dalam dua minggu terakhir, apakah Anda kerap merasa tubuh atau bicara Anda melambat terlihat jelas oleh orang lain, atau sebaliknya terasa gelisah dan bergerak berlebihan?"
8,293,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Apakah selama dua minggu terakhir Anda sering tampak sangat lambat beraktivitas atau berbicara sampai orang lain memperhatikan, atau justru merasa gelisah sehingga terlalu banyak bergerak?"
8,294,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa kerap dalam dua minggu terakhir Anda mengalami perlambatan gerak atau bicara sehingga diperhatikan orang lain, atau sebaliknya merasa cemas dan terus bergerak?"
8,295,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Selama dua minggu terakhir, seberapa sering Anda merasa gerakan tubuh atau bicara Anda tertunda sehingga orang menyadarinya, atau sebaliknya merasa resah dan tidak tenang bergerak?"
8,296,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Dalam dua minggu terakhir, apakah Anda sering mengalami gerakan lamban atau bicara pelan yang diperhatikan orang, atau merasa gelisah hingga bergerak terus-menerus?"
8,297,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Apakah Anda kerap merasa sangat lambat dalam bergerak atau bicara sehingga mencolok, atau justru merasa gelisah dan sulit diam selama dua minggu terakhir?"
8,298,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering dalam dua minggu terakhir Anda merasakan perlambatan aktivitas atau bicara yang terlihat jelas oleh orang lain, atau merasa gelisah dan bergerak tanpa henti?"
8,299,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Selama dua minggu terakhir, apakah Anda sering menampilkan gerakan lambat atau bicara pelan sampai orang lain memperhatikan, atau merasa resah dan terlalu banyak bergerak?"
8,300,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Dalam dua minggu terakhir, seberapa sering Anda mengalami gerak tubuh atau bicara yang sangat lambat sehingga terlihat orang lain, atau merasa gelisah sehingga bergerak terus?"
8,301,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Seberapa sering Anda bergerak atau berbicara begitu lambatnya sampai orang lain menyadarinya, ATAU sebaliknya, merasa resah atau gelisah sehingga Anda bergerak lebih banyak dari biasanya?"
8,302,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Apakah Anda mengalami perlambatan gerakan atau pembicaraan yang noticeable oleh orang lain, ATAU justru merasa tidak tenang atau gugup sehingga Anda lebih aktif bergerak dari biasanya?"
8,303,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Dalam frekuensi apa Anda bergerak atau berbicara dengan sangat pelan hingga menarik perhatian orang, ATAU sebaliknya, merasa cemas atau tegang sehingga Anda lebih sering bergerak?"
8,304,Bergerak atau berbicara sangat lambat sehingga orang lain memperhatikannya. Atau sebaliknya; merasa resah atau gelisah sehingga Anda lebih sering bergerak dari biasanya.,"Pernahkah Anda bergerak atau berbicara sangat lambat sehingga orang lain berkomentar, ATAU sebaliknya, merasa sangat resah atau gelisah sehingga Anda tidak bisa diam?"
