ID,Teks Asli,ID_AN,NoAg,Type,Teks_Hasil_Augmentasi,Verifikasi
4,Merasa lelah atau kurang bertenaga,Q4_Ag6,Ag 6,Interogatif,Apakah Anda mendapati diri Anda sering merasa payah atau kurang bersemangat karena lelah?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag7,Ag 7,Interogatif,Seberapa sering Anda merasa badan terasa berat atau tidak ada tenaga untuk beraktivitas?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag8,Ag 8,Interogatif,Adakah waktu di mana Anda merasa sangat lelah atau kekurangan energi yang signifikan?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag9,Ag 9,Interogatif,Berapa kali Anda merasakan kelelahan atau ketiadaan tenaga?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag10,Ag 10,Interogatif,Apakah Anda sering merasa capai atau tidak punya cukup energi?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag11,Ag 11,Sinonim,Seberapa sering Anda merasa kehabisan stamina atau kurang vitalitas?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag12,Ag 12,Sinonim,Seberapa kerap Anda merasa letih lesu atau tidak memiliki cukup energi?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag13,Ag 13,Sinonim,"Dalam periode waktu tertentu, seberapa sering Anda merasa lelah atau tidak bertenaga?",
4,Merasa lelah atau kurang bertenaga,Q4_Ag14,Ag 14,Sinonim,Seberapa sering Anda mengalami perasaan penat atau kurangnya tenaga?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag15,Ag 15,Sinonim,Seberapa sering Anda merasa lemah atau tidak memiliki cukup energi?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag16,Ag 16,Sinonim,Seberapa kerap Anda merasa teramat lelah atau kurangnya daya untuk beraktivitas?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag17,Ag 17,Sinonim,"Dalam kurun waktu ini, seberapa sering Anda merasa lelah atau kurang energi?",
4,Merasa lelah atau kurang bertenaga,Q4_Ag18,Ag 18,Sinonim,Seberapa sering Anda merasa sangat capek atau tidak memiliki tenaga?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag19,Ag 19,Sinonim,Seberapa kerap Anda merasa lesu dan tidak bertenaga?,
4,Merasa lelah atau kurang bertenaga,Q4_Ag20,Ag 20,Sinonim,Seberapa sering Anda merasa lelah atau kurang berdaya?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag1,Ag 1,Interogatif,Seberapa sering Anda mengalami kurang nafsu makan atau justru makan berlebihan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag2,Ag 2,Interogatif,"Apakah Anda merasakan perubahan dalam selera makan Anda, seperti tidak ingin makan atau makan lebih banyak dari biasanya?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag3,Ag 3,Interogatif,"Dalam beberapa waktu terakhir, seberapa sering Anda kehilangan keinginan untuk makan atau sebaliknya, makan dalam porsi yang sangat besar?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag4,Ag 4,Interogatif,Seberapa sering Anda merasa tidak lapar atau justru memiliki keinginan makan yang tidak terkontrol?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag5,Ag 5,Interogatif,Pernahkah Anda mengalami penurunan nafsu makan atau peningkatan nafsu makan yang signifikan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag6,Ag 6,Interogatif,Seberapa sering Anda mendapati diri Anda makan sangat sedikit atau makan jauh lebih banyak dari kebiasaan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag7,Ag 7,Interogatif,"Apakah pola makan Anda berubah, dengan hilangnya selera makan atau kecenderungan untuk makan berlebih?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag8,Ag 8,Interogatif,Seberapa sering Anda merasa enggan untuk makan atau justru sulit berhenti makan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag9,Ag 9,Interogatif,"Dalam periode waktu ini, apakah Anda sering kehilangan nafsu makan atau makan secara berlebihan?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag10,Ag 10,Interogatif,Seberapa sering Anda merasa tidak berselera untuk makan atau justru selalu merasa lapar dan ingin makan terus?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag1,Ag 1,Interogatif,Seberapa sering Anda mengalami kurang nafsu makan atau sebaliknya makan berlebihan selama dua minggu terakhir?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag2,Ag 2,Interogatif,"Dalam dua minggu terakhir, apakah Anda kerap merasa kehilangan selera makan atau malah makan terlalu banyak?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag3,Ag 3,Interogatif,Apakah selama dua minggu terakhir Anda sering merasa tidak ingin makan sama sekali atau justru makan berlebih?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag4,Ag 4,Interogatif,Seberapa kerap dalam dua minggu terakhir Anda mengalami perubahan nafsu makan—entah menurun drastis atau meningkat berlebihan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag5,Ag 5,Interogatif,"Selama dua minggu terakhir, seberapa sering Anda merasakan nafsu makan yang berkurang atau sebaliknya terlalu tinggi?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag6,Ag 6,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering merasa tidak lapar atau justru makan lebih banyak dari biasanya?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag7,Ag 7,Interogatif,Apakah Anda sering mengalami penurunan selera makan atau kecenderungan makan berlebih selama dua minggu terakhir?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag8,Ag 8,Interogatif,Seberapa sering dalam dua minggu terakhir Anda merasa nafsu makan Anda menurun atau meningkat secara drastis?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag9,Ag 9,Interogatif,"Selama dua minggu terakhir, apakah Anda merasakan selera makan yang sangat rendah atau sebaliknya nafsu makan yang berlebihan?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag10,Ag 10,Interogatif,"Dalam dua minggu terakhir, seberapa sering Anda mengalami kondisi kurang nafsu makan atau makan terlalu banyak?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag1,Ag 1,Interogatif,Seberapa sering Anda mengalami penurunan selera makan atau justru makan secara berlebihan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag2,Ag 2,Interogatif,"Apakah Anda mempunyai perubahan dalam pola makan, seperti tidak ingin makan atau makan terlalu banyak?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag3,Ag 3,Interogatif,"Dalam frekuensi apa Anda kehilangan nafsu makan atau sebaliknya, makan dalam porsi besar?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag4,Ag 4,Interogatif,Pernahkah Anda merasa tidak berselera makan atau justru makan lebih banyak dari biasanya?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag5,Ag 5,Interogatif,Seberapa kerap Anda mendapati diri Anda kurang ingin makan atau makan berlebihan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag6,Ag 6,Interogatif,"Apakah Anda mengalami perubahan selera makan, seperti tidak ada keinginan makan atau makan terlalu banyak?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag7,Ag 7,Interogatif,Seberapa sering Anda merasa tidak lapar atau malah makan terus-menerus?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag8,Ag 8,Interogatif,Adakah waktu di mana Anda kehilangan nafsu makan atau makan dalam jumlah yang tidak terkontrol?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag9,Ag 9,Interogatif,"Berapa kali Anda mengalami masalah dengan nafsu makan, entah itu berkurang atau berlebih?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag10,Ag 10,Interogatif,Apakah Anda sering merasa tidak ingin makan atau makan terlalu banyak dari biasanya?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag11,Ag 11,Sinonim,Seberapa sering Anda merasa kurang berselera untuk makan atau justru makan dalam jumlah yang berlebih?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag12,Ag 12,Sinonim,"Seberapa kerap Anda mengalami perubahan dalam keinginan makan, seperti tidak lapar atau makan berlebihan?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag13,Ag 13,Sinonim,"Dalam periode waktu tertentu, seberapa sering Anda kurang nafsu makan atau makan terlalu banyak?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag14,Ag 14,Sinonim,Seberapa sering Anda mengalami penurunan keinginan makan atau makan secara berlebihan?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag15,Ag 15,Sinonim,Seberapa sering Anda merasa tidak ada selera makan atau makan lebih dari cukup?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag16,Ag 16,Sinonim,Seberapa kerap Anda mendapati diri Anda tidak ingin makan atau makan terus menerus?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag17,Ag 17,Sinonim,"Dalam kurun waktu ini, seberapa sering Anda kurang nafsu makan atau makan berlebihan?",
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag18,Ag 18,Sinonim,Seberapa sering Anda merasa tidak berminat pada makanan atau makan terlalu banyak?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag19,Ag 19,Sinonim,Seberapa kerap Anda kehilangan selera makan atau makan dalam porsi yang sangat banyak?,
5,Kurang nafsu makan atau terlalu banyak makan,Q5_Ag20,Ag 20,Sinonim,Seberapa sering Anda merasa tidak lapar atau justru makan berlebihan?,
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag1,Ag 1,Interogatif,"Seberapa sering Anda merasa kurang percaya diri, atau merasa sebagai orang yang gagal, atau telah mengecewakan diri sendiri maupun keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag2,Ag 2,Interogatif,"Apakah Anda mengalami penurunan rasa percaya diri, atau perasaan bahwa Anda telah gagal atau mengecewakan orang terdekat?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag3,Ag 3,Interogatif,"Dalam beberapa waktu terakhir, seberapa sering Anda merasa minder, tidak berharga, atau merasa telah mengecewakan diri sendiri atau orang yang Anda sayangi?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag4,Ag 4,Interogatif,"Seberapa sering Anda merasa rendah diri, atau menganggap diri Anda tidak berhasil, atau telah membuat diri sendiri atau keluarga kecewa?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag5,Ag 5,Interogatif,"Pernahkah Anda merasa tidak yakin dengan kemampuan diri sendiri, atau merasa sebagai pecundang, atau merasa telah mengecewakan harapan diri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag6,Ag 6,Interogatif,"Seberapa sering Anda mendapati diri Anda meragukan diri sendiri, merasa gagal dalam hidup, atau merasa telah mengecewakan orang-orang penting bagi Anda?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag7,Ag 7,Interogatif,"Apakah Anda sering merasa inferior, tidak kompeten, atau merasa telah mengecewakan standar diri sendiri atau ekspektasi keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag8,Ag 8,Interogatif,"Seberapa sering Anda merasa tidak cukup baik, atau merasa sebagai seseorang yang tidak sukses, atau merasa telah mengecewakan diri atau keluarga Anda?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag9,Ag 9,Interogatif,"Dalam periode waktu ini, apakah Anda sering merasa kurang harga diri, merasa gagal, atau merasa telah mengecewakan diri dan keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag10,Ag 10,Interogatif,"Seberapa sering Anda merasa tidak mampu, atau merasa telah gagal mencapai sesuatu, atau merasa telah menjadi sumber kekecewaan bagi diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag1,Ag 1,Interogatif,Seberapa sering Anda merasa kurang percaya diri atau seakan-akan Anda gagal dan mengecewakan diri sendiri atau keluarga selama dua minggu terakhir?,
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag2,Ag 2,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering meragukan diri sendiri hingga terasa seperti Anda gagal atau mengecewakan orang di sekitar?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag3,Ag 3,Interogatif,"Apakah selama dua minggu terakhir Anda kerap merasa percaya diri menurun, seperti merasa gagal dan mengecewakan keluarga atau diri sendiri?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag4,Ag 4,Interogatif,"Seberapa kerap dalam dua minggu terakhir Anda mengalami perasaan tidak percaya diri, seakan menjadi beban atau gagal bagi diri dan keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag5,Ag 5,Interogatif,"Selama dua minggu terakhir, seberapa sering Anda merasa diri Anda gagal atau merasa tidak berharga sehingga mengecewakan keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag6,Ag 6,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering merasa kurang percaya diri, seperti merasa Anda adalah orang yang gagal dan mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag7,Ag 7,Interogatif,"Apakah Anda kerap merasa minder, seakan-akan Anda telah gagal dan menyusahkan keluarga selama dua minggu terakhir?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag8,Ag 8,Interogatif,Seberapa sering dalam dua minggu terakhir Anda merasakan ketidakpercayaan diri yang membuat Anda merasa gagal atau mengecewakan orang terdekat?,
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag9,Ag 9,Interogatif,"Selama dua minggu terakhir, apakah Anda sering mengalami perasaan gagal atau tidak berharga sehingga mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag10,Ag 10,Interogatif,"Dalam dua minggu terakhir, seberapa sering Anda merasa kurang yakin pada diri sendiri dan seakan menjadi beban bagi keluarga karena kegagalan?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag1,Ag 1,Interogatif,"Seberapa sering Anda merasa kurang percaya diri, atau merasa sebagai seorang yang gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag2,Ag 2,Interogatif,"Apakah Anda mengalami perasaan tidak percaya diri, atau merasa bahwa Anda telah gagal, atau merasa telah membuat diri sendiri atau keluarga kecewa?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag3,Ag 3,Interogatif,"Dalam frekuensi apa Anda merasa minder, atau merasa sebagai pecundang, atau merasa telah mengecewakan orang terdekat?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag4,Ag 4,Interogatif,"Pernahkah Anda merasa tidak yakin pada kemampuan diri, atau merasa gagal dalam hidup, atau merasa telah mengecewakan diri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag5,Ag 5,Interogatif,"Seberapa kerap Anda merasa rendah diri, atau merasa bahwa Anda adalah kegagalan, atau merasa telah mengecewakan orang yang Anda sayangi?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag6,Ag 6,Interogatif,"Apakah Anda mendapati diri Anda sering merasa tidak berharga, atau merasa gagal, atau merasa telah mengecewakan ekspektasi diri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag7,Ag 7,Interogatif,"Seberapa sering Anda merasa tidak memiliki kepercayaan diri, atau merasa diri Anda tidak berguna, atau merasa telah menyakiti perasaan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag8,Ag 8,Interogatif,"Adakah waktu di mana Anda merasa sangat kurang percaya diri, atau merasa sebagai orang gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag9,Ag 9,Interogatif,"Berapa kali Anda merasakan ketiadaan percaya diri, atau perasaan gagal, atau perasaan telah mengecewakan diri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag10,Ag 10,Interogatif,"Apakah Anda sering merasa tidak pede, atau merasa diri Anda adalah sebuah kegagalan, atau merasa telah mengecewakan diri atau keluarga Anda?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag11,Ag 11,Sinonim,"Seberapa sering Anda merasa ragu akan diri sendiri, atau merasa sebagai seorang yang tidak berhasil, atau merasa telah mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag12,Ag 12,Sinonim,"Seberapa kerap Anda merasa inferior, atau merasa bahwa Anda adalah seorang yang gagal, atau merasa telah mengecewakan diri Anda atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag13,Ag 13,Sinonim,"Dalam periode waktu tertentu, seberapa sering Anda kurang percaya diri, atau merasa gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag14,Ag 14,Sinonim,"Seberapa sering Anda mengalami perasaan tidak mampu, atau merasa sebagai orang yang gagal, atau merasa telah mengecewakan diri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag15,Ag 15,Sinonim,"Seberapa sering Anda merasa tidak yakin dengan diri sendiri, atau merasa gagal, atau merasa telah mengecewakan diri sendiri atau keluarga Anda?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag16,Ag 16,Sinonim,"Seberapa kerap Anda merasa tidak berharga, atau merasa diri Anda adalah suatu kegagalan, atau merasa telah mengecewakan diri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag17,Ag 17,Sinonim,"Dalam kurun waktu ini, seberapa sering Anda merasa kurang percaya diri, atau merasa gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag18,Ag 18,Sinonim,"Seberapa sering Anda merasa rendah diri, atau merasa bahwa Anda gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag19,Ag 19,Sinonim,"Seberapa kerap Anda merasa tidak percaya pada kemampuan Anda, atau merasa sebagai orang yang gagal, atau merasa telah mengecewakan diri atau keluarga?",
6,Kurang percaya diri — atau merasa bahwa Anda adalah orang yang gagal atau telah mengecewakan diri sendiri atau keluarga,Q6_Ag20,Ag 20,Sinonim,"Seberapa sering Anda merasa kurang percaya diri, atau merasa bahwa Anda gagal, atau merasa telah mengecewakan diri sendiri atau keluarga?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag1,Ag 1,Interogatif,"Seberapa sering Anda mengalami kesulitan untuk berkonsentrasi pada sesuatu, seperti membaca koran atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag2,Ag 2,Interogatif,Apakah Anda merasa sulit untuk memusatkan perhatian pada aktivitas seperti membaca atau menonton TV?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag3,Ag 3,Interogatif,"Dalam beberapa waktu terakhir, seberapa sering Anda kesulitan fokus saat melakukan kegiatan yang membutuhkan konsentrasi, contohnya membaca atau menyaksikan tayangan?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag4,Ag 4,Interogatif,"Seberapa sering Anda merasa pikiran Anda mudah teralih sehingga sulit berkonsentrasi, misalnya saat membaca atau menonton?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag5,Ag 5,Interogatif,Pernahkah Anda mengalami masalah dalam mempertahankan konsentrasi pada tugas-tugas sederhana seperti membaca artikel atau mengikuti alur cerita di televisi?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag6,Ag 6,Interogatif,Seberapa sering Anda mendapati diri Anda tidak bisa fokus atau perhatian Anda buyar ketika mencoba membaca atau menonton sesuatu?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag7,Ag 7,Interogatif,"Apakah Anda sering merasa sulit untuk memusatkan pikiran, misalnya ketika membaca berita atau menikmati program televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag8,Ag 8,Interogatif,Seberapa sering Anda mengalami gangguan konsentrasi sehingga aktivitas seperti membaca atau menonton TV menjadi sulit?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag9,Ag 9,Interogatif,"Dalam periode waktu ini, apakah Anda sering merasa sulit untuk fokus pada hal-hal seperti membaca atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag10,Ag 10,Interogatif,"Seberapa sering Anda merasa daya konsentrasi Anda menurun, sehingga sulit untuk menyerap informasi dari bacaan atau tontonan?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag1,Ag 1,Interogatif,Seberapa sering Anda merasa sulit berkonsentrasi pada suatu hal seperti membaca koran atau menonton televisi selama dua minggu terakhir?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag2,Ag 2,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering mengalami kesulitan memfokuskan perhatian saat membaca koran atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag3,Ag 3,Interogatif,Apakah selama dua minggu terakhir Anda kerap merasa susah untuk fokus pada kegiatan seperti membaca koran atau menonton televisi?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag4,Ag 4,Interogatif,Seberapa kerap dalam dua minggu terakhir Anda menghadapi gangguan konsentrasi saat melakukan hal-hal seperti membaca koran atau menonton televisi?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag5,Ag 5,Interogatif,"Selama dua minggu terakhir, seberapa sering Anda merasakan kesulitan memusatkan perhatian saat membaca koran atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag6,Ag 6,Interogatif,"Dalam dua minggu terakhir, apakah Anda sering merasa terganggu sehingga sulit konsentrasi saat membaca koran atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag7,Ag 7,Interogatif,Apakah Anda sering merasa pikiran Anda mudah terdistraksi sehingga sulit fokus membaca koran atau menonton televisi dalam dua minggu terakhir?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag8,Ag 8,Interogatif,Seberapa sering dalam dua minggu terakhir Anda mengalami kesulitan mempertahankan fokus pada aktivitas seperti membaca koran atau menonton televisi?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag9,Ag 9,Interogatif,"Selama dua minggu terakhir, apakah Anda merasakan tidak mampu berkonsentrasi pada hal-hal seperti membaca koran atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag10,Ag 10,Interogatif,"Dalam dua minggu terakhir, seberapa sering Anda merasa gagal untuk fokus saat membaca koran atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag1,Ag 1,Interogatif,"Seberapa sering Anda mengalami kesulitan untuk memusatkan perhatian pada sesuatu, seperti membaca koran atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag2,Ag 2,Interogatif,"Apakah Anda mempunyai masalah dalam menjaga fokus pada aktivitas tertentu, contohnya membaca atau menonton TV?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag3,Ag 3,Interogatif,"Dalam frekuensi apa Anda merasa sulit untuk berkonsentrasi, misalnya ketika membaca atau menonton televisi?",
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag4,Ag 4,Interogatif,Pernahkah Anda merasa susah untuk fokus pada hal-hal seperti membaca atau menonton televisi?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag5,Ag 5,Interogatif,Seberapa kerap Anda mendapati diri Anda sulit memusatkan pikiran saat membaca koran atau menonton televisi?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag6,Ag 6,Interogatif,Apakah Anda mengalami gangguan konsentrasi ketika melakukan kegiatan seperti membaca atau menonton televisi?,
7,"Sulit berkonsentrasi pada sesuatu, misalnya membaca koran atau menonton televisi",Q7_Ag7,Ag 7,Interogatif,Seberapa sering Anda merasa pikiran Anda buyar saat mencoba berkonsentrasi pada bacaan atau tontonan televisi?,
